OrderID,CustomerID,OrderDate,OrderYear,OrderMonth,OrderYearMonth,OrderDayOfWeek,Status,IsReturned,ProductName,Category,UnitPrice,Quantity,Discount,OrderValue,PaymentMethod,CustomerSegment,Age,City
500048,109778,2024-08-16,2024,8,2024-08,금요일,Completed,0,Fitness Band,Wearables,55.0,2.0,0.0,110.0,Cash,New,36.0,Tehran
500049,102735,2026-01-28,2026,1,2026-01,수요일,Completed,0,USB-C Cable,Accessories,9.0,2.0,0.0,18.0,CardToCard,VIP,39.0,Qom
500050,103894,2025-02-01,2025,2,2025-02,토요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,5.0,10.0,Gateway,Regular,27.0,Tehran
500051,102673,2024-04-26,2024,4,2024-04,금요일,Completed,0,Desk Lamp,Home Office,32.0,1.0,0.0,32.0,Gateway,New,58.0,Rasht
500052,108100,2024-07-25,2024,7,2024-07,목요일,Completed,0,Notebook,Stationery,7.0,3.0,10.0,19.0,Wallet,VIP,52.0,Mashhad
500053,106454,2025-10-14,2025,10,2025-10,화요일,Completed,0,Notebook,Stationery,7.0,1.0,0.0,7.0,Wallet,New,50.0,Tehran
500054,106300,2025-12-15,2025,12,2025-12,월요일,Returned,1,Desk Lamp,Home Office,32.0,1.0,20.0,26.0,Wallet,New,26.0,Tabriz
500055,109861,2024-02-04,2024,2,2024-02,일요일,Completed,0,Desk Lamp,Home Office,32.0,2.0,15.0,54.0,Cash,New,43.0,Tehran
500056,108499,2024-12-20,2024,12,2024-12,금요일,Completed,0,Microphone,Electronics,85.0,2.0,0.0,170.0,Wallet,New,46.0,Tehran
500057,101360,2025-03-02,2025,3,2025-03,일요일,Completed,0,Desk Lamp,Home Office,32.0,1.0,0.0,32.0,Gateway,New,35.0,Isfahan
500058,104257,2025-06-15,2025,6,2025-06,일요일,Completed,0,Fitness Band,Wearables,55.0,2.0,0.0,110.0,Gateway,New,33.0,Tehran
500059,109227,2025-07-16,2025,7,2025-07,수요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,0.0,9.0,Wallet,New,52.0,Tehran
500060,104648,2025-12-18,2025,12,2025-12,목요일,Completed,0,Smart Watch,Wearables,120.0,2.0,15.0,204.0,Wallet,Regular,21.0,Isfahan
500061,103566,2024-08-24,2024,8,2024-08,토요일,Completed,0,Desk Lamp,Home Office,32.0,2.0,0.0,64.0,Cash,New,30.0,Mashhad
500062,103020,2024-04-06,2024,4,2024-04,토요일,Completed,0,Headphones,Electronics,75.0,3.0,5.0,214.0,Gateway,New,53.0,Tabriz
500063,106946,2024-06-10,2024,6,2024-06,월요일,Completed,0,Desk Lamp,Home Office,32.0,1.0,0.0,32.0,Gateway,Regular,44.0,Tabriz
500064,107003,2026-04-11,2026,4,2026-04,토요일,Completed,0,Bluetooth Speaker,Electronics,58.0,2.0,10.0,104.0,CardToCard,Regular,64.0,Tehran
500065,104518,2025-04-17,2025,4,2025-04,목요일,Completed,0,Backpack,Accessories,42.0,1.0,0.0,42.0,CardToCard,Regular,20.0,Mashhad
500066,102799,2024-07-08,2024,7,2024-07,월요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,5.0,10.0,Gateway,New,51.0,Mashhad
500067,100378,2025-11-09,2025,11,2025-11,일요일,Completed,0,Notebook,Stationery,7.0,1.0,5.0,7.0,Gateway,Regular,53.0,Karaj
500069,103550,2024-11-13,2024,11,2024-11,수요일,Returned,1,Desk Lamp,Home Office,32.0,4.0,10.0,115.0,Gateway,New,48.0,Tabriz
500070,105158,2024-01-16,2024,1,2024-01,화요일,Completed,0,USB-C Cable,Accessories,9.0,3.0,0.0,27.0,Gateway,New,23.0,Qom
500071,100053,2025-11-07,2025,11,2025-11,금요일,Completed,0,Phone Case,Accessories,14.0,1.0,10.0,13.0,Wallet,Regular,35.0,Shiraz
500072,108212,2025-09-12,2025,9,2025-09,금요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,20.0,9.0,CardToCard,New,22.0,Mashhad
500073,102545,2024-08-14,2024,8,2024-08,수요일,Completed,0,Mechanical Keyboard,Electronics,62.0,2.0,5.0,118.0,Gateway,New,56.0,Shiraz
500074,106487,2024-08-17,2024,8,2024-08,토요일,Completed,0,Backpack,Accessories,42.0,5.0,10.0,189.0,Gateway,Regular,55.0,Kerman
500075,104951,2024-08-22,2024,8,2024-08,목요일,Completed,0,Headphones,Electronics,75.0,1.0,5.0,71.0,Wallet,New,33.0,Tehran
500076,105369,2025-08-02,2025,8,2025-08,토요일,Completed,0,Backpack,Accessories,42.0,3.0,5.0,120.0,Gateway,Regular,49.0,Isfahan
500077,108987,2024-09-11,2024,9,2024-09,수요일,Completed,0,USB-C Cable,Accessories,9.0,2.0,30.0,13.0,Gateway,Regular,53.0,Tehran
500078,100771,2024-09-25,2024,9,2024-09,수요일,Completed,0,Mechanical Keyboard,Electronics,62.0,2.0,30.0,87.0,CardToCard,New,49.0,Qom
500079,103388,2024-11-21,2024,11,2024-11,목요일,Completed,0,Bluetooth Speaker,Electronics,58.0,2.0,20.0,93.0,Wallet,New,53.0,Shiraz
500081,107845,2025-02-01,2025,2,2025-02,토요일,Completed,0,Microphone,Electronics,85.0,2.0,0.0,170.0,Gateway,Regular,26.0,Tehran
500082,103580,2024-11-22,2024,11,2024-11,금요일,Completed,0,Headphones,Electronics,75.0,3.0,5.0,214.0,CardToCard,Regular,21.0,Tehran
500083,104496,2025-02-10,2025,2,2025-02,월요일,Completed,0,Phone Case,Accessories,14.0,1.0,0.0,14.0,Wallet,Regular,48.0,Tehran
500084,100243,2025-09-13,2025,9,2025-09,토요일,Completed,0,Notebook,Stationery,7.0,3.0,5.0,20.0,CardToCard,New,22.0,Mashhad
500085,106025,2026-02-03,2026,2,2026-02,화요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,0.0,9.0,Gateway,New,41.0,Tehran
500086,102251,2026-06-19,2026,6,2026-06,금요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,0.0,18.0,Gateway,Regular,42.0,Shiraz
500087,100613,2025-02-23,2025,2,2025-02,일요일,Completed,0,Bluetooth Speaker,Electronics,58.0,2.0,0.0,116.0,Gateway,New,55.0,Mashhad
500088,109509,2025-02-01,2025,2,2025-02,토요일,Completed,0,Phone Case,Accessories,14.0,3.0,5.0,40.0,CardToCard,Regular,57.0,Tabriz
500089,105172,2024-10-12,2024,10,2024-10,토요일,Completed,0,Tablet,Electronics,260.0,2.0,5.0,494.0,Gateway,Regular,39.0,Mashhad
500090,102165,2025-11-04,2025,11,2025-11,화요일,Completed,0,USB-C Cable,Accessories,9.0,4.0,10.0,32.0,Wallet,New,63.0,Rasht
500092,107995,2024-11-09,2024,11,2024-11,토요일,Completed,0,Wireless Mouse,Electronics,18.0,5.0,5.0,86.0,CardToCard,Regular,58.0,Qom
500094,106590,2024-06-26,2024,6,2024-06,수요일,Completed,0,Bluetooth Speaker,Electronics,58.0,2.0,30.0,81.0,Gateway,Regular,41.0,Tehran
500095,102948,2025-08-22,2025,8,2025-08,금요일,Completed,0,Gaming Controller,Gaming,68.0,1.0,15.0,58.0,Gateway,Regular,41.0,Isfahan
500096,101255,2024-08-05,2024,8,2024-08,월요일,Completed,0,Microphone,Electronics,85.0,1.0,0.0,85.0,CardToCard,Regular,49.0,Rasht
500097,100083,2024-10-29,2024,10,2024-10,화요일,Completed,0,Power Bank,Electronics,35.0,1.0,30.0,24.0,Gateway,Regular,25.0,Isfahan
500099,109236,2024-07-09,2024,7,2024-07,화요일,Completed,0,Backpack,Accessories,42.0,4.0,10.0,151.0,CardToCard,New,44.0,Isfahan
500100,100300,2024-06-17,2024,6,2024-06,월요일,Completed,0,Laptop Stand,Accessories,28.0,3.0,0.0,84.0,CardToCard,New,19.0,Tehran
500101,100163,2025-09-27,2025,9,2025-09,토요일,Completed,0,Phone Case,Accessories,14.0,2.0,15.0,24.0,Gateway,Regular,37.0,Tehran
500102,100303,2025-08-23,2025,8,2025-08,토요일,Completed,0,Fitness Band,Wearables,55.0,1.0,0.0,55.0,Gateway,Regular,18.0,Karaj
500103,107340,2025-04-10,2025,4,2025-04,목요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,5.0,27.0,Gateway,New,45.0,Tabriz
500104,108874,2024-11-30,2024,11,2024-11,토요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,10.0,25.0,CardToCard,Regular,57.0,Rasht
500105,104487,2026-02-10,2026,2,2026-02,화요일,Completed,0,Bluetooth Speaker,Electronics,58.0,1.0,15.0,49.0,Gateway,Regular,44.0,Tabriz
500106,109797,2026-02-03,2026,2,2026-02,화요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Gateway,Regular,47.0,Isfahan
500107,103568,2025-06-04,2025,6,2025-06,수요일,Completed,0,Headphones,Electronics,75.0,3.0,10.0,202.0,Wallet,Regular,25.0,Isfahan
500108,109290,2025-07-22,2025,7,2025-07,화요일,Completed,0,Microphone,Electronics,85.0,4.0,0.0,340.0,Wallet,Regular,31.0,Mashhad
500109,104967,2025-11-19,2025,11,2025-11,수요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,5.0,21.0,Gateway,New,28.0,Mashhad
500111,108820,2024-07-13,2024,7,2024-07,토요일,Completed,0,USB-C Cable,Accessories,9.0,3.0,0.0,27.0,Gateway,VIP,25.0,Qom
500112,100737,2025-03-10,2025,3,2025-03,월요일,Completed,0,Laptop Stand,Accessories,28.0,2.0,10.0,50.0,Gateway,Regular,53.0,Tabriz
500114,107642,2025-11-30,2025,11,2025-11,일요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Gateway,Regular,54.0,Shiraz
500115,109188,2025-07-18,2025,7,2025-07,금요일,Completed,0,Phone Case,Accessories,14.0,2.0,0.0,28.0,Gateway,New,27.0,Isfahan
500116,102851,2026-06-04,2026,6,2026-06,목요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,5.0,17.0,Gateway,Regular,27.0,Shiraz
500117,106117,2024-04-28,2024,4,2024-04,일요일,Returned,1,Phone Case,Accessories,14.0,2.0,15.0,24.0,Wallet,Regular,58.0,Tehran
500118,101946,2025-03-16,2025,3,2025-03,일요일,Completed,0,Laptop Stand,Accessories,28.0,1.0,5.0,27.0,Gateway,Regular,41.0,Karaj
500119,101651,2025-09-17,2025,9,2025-09,수요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Gateway,Regular,41.0,Tabriz
500120,104593,2026-01-19,2026,1,2026-01,월요일,Completed,0,Wireless Mouse,Electronics,18.0,5.0,0.0,90.0,Gateway,Regular,21.0,Rasht
500121,109488,2026-01-07,2026,1,2026-01,수요일,Completed,0,Phone Case,Accessories,14.0,3.0,0.0,42.0,CardToCard,VIP,31.0,Qom
500122,100808,2024-06-23,2024,6,2024-06,일요일,Completed,0,Office Chair,Home Office,180.0,2.0,15.0,306.0,Gateway,VIP,23.0,Ahvaz
500123,108989,2026-06-08,2026,6,2026-06,월요일,Completed,0,Phone Case,Accessories,14.0,1.0,15.0,12.0,Gateway,New,18.0,Ahvaz
500124,100247,2026-06-07,2026,6,2026-06,일요일,Completed,0,Mechanical Keyboard,Electronics,62.0,1.0,30.0,43.0,CardToCard,New,54.0,Isfahan
500125,109971,2026-05-22,2026,5,2026-05,금요일,Completed,0,Headphones,Electronics,75.0,4.0,30.0,210.0,Gateway,Regular,27.0,Karaj
500126,105041,2025-06-14,2025,6,2025-06,토요일,Completed,0,Laptop Stand,Accessories,28.0,4.0,5.0,106.0,Cash,New,34.0,Tehran
500127,108080,2025-12-19,2025,12,2025-12,금요일,Completed,0,Headphones,Electronics,75.0,2.0,0.0,150.0,CardToCard,VIP,57.0,Kerman
500128,106290,2024-03-06,2024,3,2024-03,수요일,Completed,0,Backpack,Accessories,42.0,1.0,5.0,40.0,CardToCard,New,57.0,Tehran
500129,108436,2024-08-08,2024,8,2024-08,목요일,Completed,0,Tablet,Electronics,260.0,1.0,0.0,260.0,Gateway,Regular,21.0,Isfahan
500130,106102,2024-03-20,2024,3,2024-03,수요일,Completed,0,Office Chair,Home Office,180.0,1.0,30.0,126.0,Gateway,Regular,60.0,Tehran
500131,101553,2025-03-12,2025,3,2025-03,수요일,Completed,0,Headphones,Electronics,75.0,1.0,5.0,71.0,Wallet,VIP,43.0,Ahvaz
500132,100253,2026-05-17,2026,5,2026-05,일요일,Completed,0,Phone Case,Accessories,14.0,1.0,5.0,13.0,Gateway,New,27.0,Tehran
500133,108318,2025-07-14,2025,7,2025-07,월요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,10.0,20.0,Gateway,Regular,39.0,Mashhad
500134,100871,2025-02-02,2025,2,2025-02,일요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,0.0,11.0,CardToCard,New,39.0,Tabriz
500135,107244,2025-11-16,2025,11,2025-11,일요일,Completed,0,HDMI Cable,Accessories,11.0,2.0,30.0,15.0,CardToCard,New,31.0,Qom
500136,101858,2025-04-20,2025,4,2025-04,일요일,Completed,0,Microphone,Electronics,85.0,2.0,0.0,170.0,Gateway,New,41.0,Mashhad
500137,106607,2025-01-30,2025,1,2025-01,목요일,Completed,0,HDMI Cable,Accessories,11.0,3.0,5.0,31.0,CardToCard,New,59.0,Tabriz
500138,103340,2025-06-27,2025,6,2025-06,금요일,Completed,0,Headphones,Electronics,75.0,1.0,0.0,75.0,Gateway,Regular,59.0,Karaj
500139,108835,2025-03-18,2025,3,2025-03,화요일,Completed,0,Desk Lamp,Home Office,32.0,4.0,5.0,122.0,CardToCard,Regular,63.0,Karaj
500140,107286,2025-07-08,2025,7,2025-07,화요일,Completed,0,Phone Case,Accessories,14.0,1.0,20.0,11.0,Wallet,Regular,41.0,Tehran
500141,104773,2025-11-24,2025,11,2025-11,월요일,Completed,0,Fitness Band,Wearables,55.0,2.0,5.0,104.0,Gateway,New,26.0,Karaj
500142,100252,2025-02-03,2025,2,2025-02,월요일,Completed,0,Fitness Band,Wearables,55.0,1.0,10.0,50.0,CardToCard,VIP,41.0,Tehran
500143,103103,2024-12-24,2024,12,2024-12,화요일,Completed,0,Monitor,Electronics,21.0,2.0,10.0,38.0,Gateway,Regular,18.0,Karaj
500145,107442,2026-03-01,2026,3,2026-03,일요일,Completed,0,Phone Case,Accessories,14.0,2.0,15.0,24.0,CardToCard,Regular,48.0,Tabriz
500146,107442,2024-12-31,2024,12,2024-12,화요일,Completed,0,Smart Watch,Wearables,120.0,4.0,0.0,480.0,Cash,Regular,48.0,Tabriz
500147,104242,2026-01-02,2026,1,2026-01,금요일,Completed,0,Fitness Band,Wearables,55.0,4.0,0.0,220.0,Wallet,New,31.0,Isfahan
500148,103890,2025-06-17,2025,6,2025-06,화요일,Completed,0,Notebook,Stationery,7.0,3.0,10.0,19.0,Wallet,New,57.0,Tehran
500149,105747,2024-01-11,2024,1,2024-01,목요일,Completed,0,Smart Watch,Wearables,120.0,2.0,30.0,168.0,CardToCard,Regular,38.0,Isfahan
500150,104546,2025-02-15,2025,2,2025-02,토요일,Completed,0,Backpack,Accessories,42.0,1.0,5.0,40.0,CardToCard,Regular,54.0,Tehran
500151,104785,2024-06-30,2024,6,2024-06,일요일,Completed,0,Webcam,Electronics,48.0,4.0,5.0,182.0,Gateway,Regular,58.0,Shiraz
500152,101032,2024-05-10,2024,5,2024-05,금요일,Completed,0,Office Chair,Home Office,180.0,1.0,0.0,180.0,Wallet,Regular,26.0,Isfahan
500153,108727,2024-07-21,2024,7,2024-07,일요일,Completed,0,Microphone,Electronics,85.0,1.0,0.0,85.0,CardToCard,New,60.0,Isfahan
500154,102971,2025-09-07,2025,9,2025-09,일요일,Completed,0,Headphones,Electronics,75.0,1.0,15.0,64.0,Wallet,New,47.0,Tabriz
500155,103997,2025-06-26,2025,6,2025-06,목요일,Returned,1,USB-C Cable,Accessories,9.0,2.0,5.0,17.0,Wallet,Regular,19.0,Ahvaz
500156,103396,2025-04-08,2025,4,2025-04,화요일,Completed,0,Backpack,Accessories,42.0,1.0,10.0,38.0,Gateway,Regular,56.0,Shiraz
500157,109573,2025-03-03,2025,3,2025-03,월요일,Completed,0,Backpack,Accessories,42.0,1.0,15.0,36.0,Gateway,New,25.0,Tehran
500158,109579,2024-12-02,2024,12,2024-12,월요일,Completed,0,Smart Watch,Wearables,120.0,2.0,30.0,168.0,CardToCard,New,41.0,Tehran
500159,109132,2026-02-06,2026,2,2026-02,금요일,Completed,0,USB-C Cable,Accessories,9.0,2.0,5.0,17.0,Gateway,Regular,49.0,Kerman
500160,105558,2026-04-06,2026,4,2026-04,월요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Cash,Regular,30.0,Tehran
500161,103309,2025-10-22,2025,10,2025-10,수요일,Completed,0,Monitor,Electronics,21.0,1.0,10.0,19.0,Cash,VIP,19.0,Mashhad
500162,101330,2024-09-06,2024,9,2024-09,금요일,Completed,0,Backpack,Accessories,42.0,1.0,20.0,34.0,Gateway,Regular,34.0,Tehran
500163,105525,2026-03-13,2026,3,2026-03,금요일,Completed,0,Webcam,Electronics,48.0,1.0,0.0,48.0,CardToCard,New,47.0,Rasht
500164,107488,2025-12-08,2025,12,2025-12,월요일,Completed,0,Power Bank,Electronics,35.0,2.0,5.0,66.0,Gateway,Regular,42.0,Isfahan
500165,106784,2024-04-17,2024,4,2024-04,수요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,20.0,7.0,CardToCard,Regular,51.0,Karaj
500166,109289,2024-10-22,2024,10,2024-10,화요일,Completed,0,Headphones,Electronics,75.0,3.0,0.0,225.0,Gateway,New,41.0,Mashhad
500168,100360,2025-09-22,2025,9,2025-09,월요일,Completed,0,Phone Case,Accessories,14.0,5.0,0.0,70.0,Gateway,Regular,53.0,Qom
500169,104134,2025-03-28,2025,3,2025-03,금요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,0.0,9.0,Wallet,New,42.0,Shiraz
500170,105228,2024-08-18,2024,8,2024-08,일요일,Completed,0,Phone Case,Accessories,14.0,1.0,10.0,13.0,Cash,Regular,55.0,Tehran
500171,105936,2024-07-18,2024,7,2024-07,목요일,Completed,0,Desk Lamp,Home Office,32.0,2.0,0.0,64.0,CardToCard,New,31.0,Tehran
500172,104045,2025-01-30,2025,1,2025-01,목요일,Completed,0,Wireless Mouse,Electronics,18.0,1.0,5.0,17.0,Gateway,VIP,37.0,Mashhad
500174,106216,2025-03-15,2025,3,2025-03,토요일,Completed,0,Monitor,Electronics,21.0,1.0,10.0,19.0,Gateway,New,41.0,Tehran
500175,105281,2024-08-13,2024,8,2024-08,화요일,Completed,0,Laptop Stand,Accessories,28.0,4.0,0.0,112.0,Gateway,Regular,52.0,Tabriz
500176,101073,2025-06-19,2025,6,2025-06,목요일,Completed,0,HDMI Cable,Accessories,11.0,1.0,5.0,10.0,Cash,Regular,54.0,Tehran
500177,102785,2026-06-29,2026,6,2026-06,월요일,Completed,0,Mechanical Keyboard,Electronics,62.0,2.0,10.0,112.0,CardToCard,New,61.0,Mashhad
500178,101517,2024-06-01,2024,6,2024-06,토요일,Completed,0,Notebook,Stationery,7.0,1.0,15.0,6.0,Wallet,Regular,41.0,Karaj
500179,103489,2025-04-01,2025,4,2025-04,화요일,Completed,0,Phone Case,Accessories,14.0,1.0,0.0,14.0,Gateway,Regular,39.0,Qom
500180,105531,2024-11-20,2024,11,2024-11,수요일,Completed,0,Backpack,Accessories,42.0,1.0,5.0,40.0,CardToCard,New,46.0,Karaj
500181,103745,2024-07-07,2024,7,2024-07,일요일,Completed,0,Fitness Band,Wearables,55.0,2.0,0.0,110.0,Gateway,Regular,29.0,Shiraz
500182,104872,2026-01-26,2026,1,2026-01,월요일,Completed,0,USB-C Cable,Accessories,9.0,1.0,10.0,8.0,Cash,Regular,63.0,Qom
500183,102886,2026-05-08,2026,5,2026-05,금요일,Completed,0,Monitor,Electronics,21.0,1.0,5.0,20.0,Gateway,Regular,25.0,Mashhad
500184,106987,2024-10-29,2024,10,2024-10,화요일,Completed,0,HDMI Cable,Accessories,11.0,3.0,5.0,31.0,Gateway,New,43.0,Tehran
500185,105068,2024-10-27,2024,10,2024-10,일요일,Completed,0,Notebook,Stationery,7.0,1.0,0.0,7.0,Gateway,New,18.0,Kerman
500186,107190,2024-03-20,2024,3,2024-03,수요일,Completed,0,Headphones,Electronics,75.0,1.0,0.0,75.0,Gateway,Regular,20.0,Tehran
500187,100617,2025-06-17,2025,6,2025-06,화요일,Completed,0,USB-C Cable,Accessories,9.0,3.0,20.0,22.0,Gateway,Regular,41.0,Isfahan
